systemequipmentcode,Unseperated,systemequipmentcodeText,systemequipmentshorttext,SystemEquipmentIn2000Sample,SystemEquipmentIn2007Sample
3GXJ,NULL,483L DIGITAL COMM SYS,483L DIGITAL COMM SYS,FALSE,FALSE
3GXK,NULL,487M SPECIAL PURP COMM SYS,487M SPECIAL PURP COMM SYS,FALSE,FALSE
3GXO,3GXO: ,427M CHEYENNE,427M CHEYENNE,FALSE,FALSE
3GXQ,NULL,485L TAC AIR CTRL SYS,485L TAC AIR CTRL SYS,FALSE,FALSE
3GXS,NULL,436M SAC CMD & CTRL,436M SAC CMD & CTRL,FALSE,FALSE
3GXU,NULL,478T CTC (TRI-TAC),478T CTC (TRI-TAC),FALSE,FALSE
3GYA,3GYA: ,AF INT COM CTRL SYS,AF INT COM CTRL SYS,FALSE,FALSE
3GYB,3GYB: ,IDHS INTELLIGENCE DATA HANDL,IDHS INTELLIGENCE DATA HANDL,FALSE,FALSE
3GYC,NULL,COMPASS EARS,COMPASS EARS,FALSE,FALSE
3GYD,3GYD: ,NPOESS (DOC/NOAA),NPOESS,TRUE,FALSE
3GYF,NULL,AIRCOM SPACECOM,AIRCOM SPACECOM,FALSE,FALSE
3GYG,3GYG: ,EASTERN TEST RANGE,EASTERN TEST RANGE,FALSE,FALSE
3GYI,3GYI: ,AFSATCOMM,AFSATCOMM,FALSE,FALSE
3GYL,3GYL: ,DEFENSE SUPPORT PROGRAM,DEFENSE SUPPORT PROGRAM,FALSE,FALSE
3GYM,NULL,DSSCS DEF SPEC SECUR COM SYS,DSSCS DEF SPEC SECUR COM SYS,FALSE,FALSE
3GYO,3GYO: ,COBRA DANE,COBRA DANE,FALSE,FALSE
3GYP,NULL,SEEK SKYHOOK,SEEK SKYHOOK,FALSE,FALSE
3GYR,3GYR: ,COBRA JUDY,COBRA JUDY,FALSE,FALSE
3GYT,NULL,WWMCCS (DSP) 12431F,WWMCCS (DSP) 12431F,FALSE,FALSE
3GYU,NULL,ROYAL THAI AIR DEF SYS (RTADS),ROYAL THAI AIR DEF SYS (RTADS),FALSE,FALSE
3GYV,NULL,SACDIN,SACDIN,FALSE,FALSE
3GYW,3GYW: ,N WARNING SYS PROG/EX DEWLINE,N WARNING SYS PROG/EX DEWLINE,FALSE,FALSE
3GYX,NULL,CCPDS - REPLACE PROG/NORAD,CCPDS - REPLACE PROG/NORAD,FALSE,FALSE
3GYY,3GYY: ,AFSCN,AFSCN,FALSE,FALSE
3GYZ,3GYZ: ,DEF MET SAT PROGRAM (DMSP),DEF MET SAT PROGRAM (DMSP),FALSE,FALSE
3HBH,NULL,FLARE MJU-10,FLARE MJU-10,FALSE,FALSE
3HDB,NULL,30-E EMU GENERATOR,30-E EMU GENERATOR,FALSE,FALSE
3HDC,NULL,100 KW MOD MER-007,100 KW MOD MER-007,FALSE,FALSE
3HDD,NULL,15 KW,15 KW,FALSE,FALSE
3HDE,NULL,60 KW,60 KW,FALSE,FALSE
3HDF,NULL,72 KW,72 KW,FALSE,FALSE
3HDG,3HDG: ,750 KW,750 KW,FALSE,FALSE
3HDH,3HDH: ,200 KW MOD MEP-009,200 KW MOD MEP-009,FALSE,FALSE
3HDI,NULL,MD-4,MD-4,FALSE,FALSE
3HDK,NULL,M 32-60A,M 32-60A,FALSE,FALSE
3HXA,3HXA: ,AIR CARGO MATERIALS HAND 463L,AIR CARGO MATERIALS HAND 463L,FALSE,FALSE
3HXB,3HXB: ,HUSH HOUSE,HUSH HOUSE,FALSE,FALSE
3HXC,NULL,AIR CONDITIONER AM32C10C,AIR CONDITIONER AM32C10C,FALSE,FALSE
3HXD,NULL,AIR CONDITIONER A3,AIR CONDITIONER A3,FALSE,FALSE
3HXE,3HXE: ,ENGINE GAS TURB AN/32 85-180,ENGINE GAS TURB AN/32 85-180,FALSE,FALSE
3HXF,NULL,AIR CONDITIONER MA-3,AIR CONDITIONER MA-3,FALSE,FALSE
3HXG,NULL,****** 3HXG,****** 3HXG,FALSE,FALSE
3HXH,3HXH: ,ANTENNA TEST STATION,ANTENNA TEST STATION,FALSE,FALSE
3HXI,NULL,AUTO TEST SYSTEM A15/DQ/GSM,AUTO TEST SYSTEM A15/DQ/GSM,FALSE,FALSE
3HXL,NULL,CALIBRATOR WETTMETER,CALIBRATOR WETTMETER,FALSE,FALSE
3HXN,NULL,CONTAINER EXPANDABLE SHELTER,CONTAINER EXPANDABLE SHELTER,FALSE,FALSE
3HXP,NULL,DEICING UNIT ACFT,DEICING UNIT ACFT,FALSE,FALSE
3HXQ,NULL,DISTRIBUTION CENTER SECONDARY,DISTRIBUTION CENTER SECONDARY,FALSE,FALSE
3HXR,3HXR: ,ENGINE TEST STAND,ENGINE TEST STAND,FALSE,FALSE
3HXS,3HXS: ,HANGER AIRCRAFT,HANGER AIRCRAFT,FALSE,FALSE
3HXT,3HXT: ,HEATER H-1,HEATER H-1,FALSE,FALSE
3HXU,3HXU: ,HELMET SYSTEM HGU-51/PCD,HELMET SYSTEM HGU-51/PCD,FALSE,FALSE
3HXW,NULL,HYDRAULIC TEST STAND MK-3A,HYDRAULIC TEST STAND MK-3A,FALSE,FALSE
3HXX,NULL,****** 3HXX,****** 3HXX,FALSE,FALSE
3HXZ,3HXZ: ,MAC C3 SUPPORT,MAC C3 SUPPORT,FALSE,FALSE
3HYB,3HYB: ,MOBILE ARRESTING BARRIERS,MOBILE ARRESTING BARRIERS,FALSE,FALSE
3HYC,3HYC: ,MODERNIZATION,MODERNIZATION,FALSE,FALSE
3HYE,NULL,NOISE SUPPRESSOR,NOISE SUPPRESSOR,FALSE,FALSE
3HYF,3HYF: ,PACER SPEAK,PACER SPEAK,FALSE,FALSE
3HYG,NULL,PACER BOUNCE HF RADIO,PACER BOUNCE HF RADIO,FALSE,FALSE
3HYH,3HYH: ,PHOTO PROC INTREP SYS,PHOTO PROC INTREP SYS,FALSE,FALSE
3HYN,3HYN: ,SHELTER GENERAL PURPOSE,SHELTER GENERAL PURPOSE,FALSE,FALSE
3HYQ,3HYQ: ,SIGNAL GENERATOR 2.0-18.0GHZ,SIGNAL GENERATOR 2.0-18.0GHZ,FALSE,FALSE
3HYS,3HYS: ,SPECTRUM ANALYZER,SPECTRUM ANALYZER,FALSE,FALSE
3HYT,NULL,TEST SET RCVR  CTRL ALM191,TEST SET RCVR  CTRL ALM191,FALSE,FALSE
3HYU,3HYU: ,TEST SET AIR DATA COMPUTER,TEST SET AIR DATA COMPUTER,FALSE,FALSE
3HYV,NULL,TEST SET TTU 205 C/E,TEST SET TTU 205 C/E,FALSE,FALSE
3HYX,NULL,TOW BAR CLASS I,TOW BAR CLASS I,FALSE,FALSE
3HYY,3HYY: ,WAREHOUSING SYSTEM AUTOMATED,WAREHOUSING SYSTEM AUTOMATED,FALSE,FALSE
3ZBC,3ZBC: ,BASE REALIGN & CLOS (BRAC) ENV,BASE REALIGN & CLOS (BRAC) ENV,FALSE,FALSE
3ZDE,3ZDE: ,DEF ENVIR & RESTORA PRG (DERP),DEF ENVIR & RESTORA PRG (DERP),FALSE,FALSE
3ZOP,3ZOP: ,OTHER ENVIRONMENTAL PROGRAMS,OTHER ENVIRONMENTAL PROGRAMS,FALSE,FALSE
400,400: DSCS II ,DSCS II ,DSCS II ,FALSE,FALSE
4000,4000:00:00,NOT DISCERNABLE OR CLASSIFIED,Unlabeled,FALSE,FALSE
401,401: MINUTEMAN III ,MINUTEMAN III ,MINUTEMAN III ,FALSE,FALSE
403,403: FB-111A ,FB-111A ,FB-111A ,FALSE,FALSE
404,404: B-1 ,B-1 ,B-1 ,FALSE,FALSE
406,406: SPARROW (AIM-7E) (AF) ,SPARROW (AIM-7E) (AF) ,SPARROW (AIM-7E) (AF) ,FALSE,FALSE
407,407: DRAGON ,DRAGON ,DRAGON ,FALSE,FALSE
409,409: M60A2 TANK ,M60A2 TANK ,M60A2 TANK ,FALSE,FALSE
414,414: CVN-68 ,CVN-68 ,CVN-68 ,FALSE,FALSE
415,415: CVN-69 ,CVN-69 ,CVN-69 ,FALSE,FALSE
418,NULL,****** 418,****** 418,FALSE,FALSE
419,NULL,****** 419,****** 419,FALSE,FALSE
424,NULL,****** 424,****** 424,FALSE,FALSE
426,NULL,****** 426,****** 426,FALSE,FALSE
4CAA,4CAA: ,BALLISTIC MISSILE DEFENSE SYS,BALLISTIC MISSILE DEFENSE SYS,FALSE,FALSE
5000,5000:00:00,NOT DISCERNABLE OR CLASSIFIED,Unlabeled,FALSE,FALSE
503,503: JDAM ,JDAM ,JDAM ,FALSE,FALSE
508,508: UHF FOLLOW-ON ,UHF FOLLOW-ON ,UHF FOLLOW-ON ,FALSE,FALSE
511,NULL,****** 511,****** 511,FALSE,FALSE
514,514: JTUAV ,JTUAV ,JTUAV ,FALSE,FALSE
515,515: EFV (AAAV) ,EFV (AAAV) ,EFV (AAAV) ,TRUE,TRUE
516,516: SSN 774 ,SSN 774 ,SSN 774 ,TRUE,TRUE
517,517: CMU ,CMU ,CMU ,FALSE,FALSE
524,524: AWACS RSIP (E-3) ,AWACS RSIP (E-3) ,AWACS RSIP (E-3) ,FALSE,FALSE
525,525: CGS ,CGS ,CGS ,FALSE,FALSE
526,526: AFATDS (ATCCS) ,AFATDS (ATCCS) ,AFATDS (ATCCS) ,FALSE,FALSE
530,530: AV-8B REMANUFACTURE ,AV-8B REMANUFACTURE ,AV-8B REMANUFACTURE ,FALSE,FALSE
531,531: PATRIOT/MEADS ,PATRIOT/MEADS ,PATRIOT/MEADS ,FALSE,FALSE
532,NULL,****** 532,****** 532,FALSE,FALSE
534,534: TACIT RAINBOW (JGL) ,TACIT RAINBOW (JGL) ,TACIT RAINBOW (JGL) ,FALSE,FALSE
536,NULL,****** 536,****** 536,FALSE,FALSE
537,537: NAS ,NAS ,NAS ,FALSE,FALSE
541,541: LONGBOW HELLFIRE ,LONGBOW HELLFIRE ,LONGBOW HELLFIRE ,FALSE,FALSE
542,542: LPD 17 ,LPD 17 ,LPD 17 ,FALSE,FALSE
545,545: ATACMS BAT ,ATACMS BAT ,ATACMS BAT ,FALSE,FALSE
548,548: C-130H ,C-130H ,C-130H ,FALSE,FALSE
549,549: F/A-18 E/F ,F/A-18 E/F ,F/A-18 E/F ,FALSE,FALSE
551,551: NESP ,NESP ,NESP ,FALSE,FALSE
553,553: THAAD ,THAAD ,THAAD ,FALSE,FALSE
554,554: MIDS-LVT ,MIDS-LVT ,MIDS-LVT ,FALSE,FALSE
555,555: JASSM ,JASSM ,JASSM ,FALSE,FALSE
557,557: CRUSADER ,CRUSADER ,CRUSADER ,FALSE,FALSE
560,560: JPATS ,JPATS ,JPATS ,FALSE,FALSE
561,561: MLR ,MLR ,MLR ,FALSE,FALSE
565,565: STRATEGIC SEALIFT ,STRATEGIC SEALIFT ,STRATEGIC SEALIFT ,FALSE,FALSE
568,568: SMART-T ,SMART-T ,SMART-T ,FALSE,FALSE
571,571: ATS ,ATS ,ATS ,FALSE,FALSE
575,575: ABRAMS UPGRADE ,ABRAMS UPGRADE ,ABRAMS UPGRADE ,FALSE,FALSE
578,578: NAVY AREA TBMD ,NAVY AREA TBMD ,NAVY AREA TBMD ,FALSE,FALSE
580,580: FAAD C2I(ATCCS) ,FAAD C2I(ATCCS) ,FAAD C2I(ATCCS) ,FALSE,FALSE
581,581: AIM-9X ,AIM-9X ,AIM-9X ,FALSE,FALSE
582,582: CEC ,CEC ,CEC ,FALSE,FALSE
592,592: T-AKE ,T-AKE ,T-AKE ,FALSE,FALSE
5ZBC,5ZBC: ,BASE REALIGN & CLOS (BRAC) ENV,BASE REALIGN & CLOS (BRAC) ENV,FALSE,FALSE
5ZDE,5ZDE: ,DEF ENVIR & RESTORA PRG (DERP),DEF ENVIR & RESTORA PRG (DERP),FALSE,FALSE
5ZOP,5ZOP: ,OTHER ENVIRONMENTAL PROGRAMS,OTHER ENVIRONMENTAL PROGRAMS,FALSE,FALSE
5ZSE,5ZSE: ,ENVIR PROTECT AGENCY SUPERFUND,ENVIR PROTECT AGENCY SUPERFUND,FALSE,FALSE
601,601: BRADLEY UPGRADE ,BRADLEY UPGRADE ,BRADLEY UPGRADE ,FALSE,FALSE
700,700: ACM ,ACM ,ACM ,FALSE,FALSE
708,708: ATM ,ATM ,ATM ,FALSE,FALSE
720,720: ATCCS-CHS ,ATCCS-CHS ,ATCCS-CHS ,FALSE,FALSE
724,724: MCS (ATCCS) ,MCS (ATCCS) ,MCS (ATCCS) ,FALSE,FALSE
735,735: SADARM ,SADARM ,SADARM ,FALSE,FALSE
743,743: ASM ,ASM ,ASM ,FALSE,FALSE
746,746: FMTV ,FMTV ,FMTV ,FALSE,FALSE
747,747: PLS (FHTV) ,PLS (FHTV) ,PLS (FHTV) ,FALSE,FALSE
752,752: NATO AAWS ,NATO AAWS ,NATO AAWS ,FALSE,FALSE
755,755: B-2A ,B-2A ,B-2A ,FALSE,FALSE
761,761: HFAJ ,HFAJ ,HFAJ ,FALSE,FALSE
766,766: JSOW ,JSOW ,JSOW ,FALSE,FALSE
769,769: LAV (NAVY) ,LAV (NAVY) ,LAV (NAVY) ,FALSE,FALSE
770,770: LSD 41 CARGO VAR ,LSD 41 CARGO VAR ,LSD 41 CARGO VAR ,FALSE,FALSE
771,771: MCM 1 ,MCM 1 ,MCM 1 ,FALSE,FALSE
775,775: SURTASS (T-AGOS) ,SURTASS (T-AGOS) ,SURTASS (T-AGOS) ,FALSE,FALSE
779,779: ATARS ,ATARS ,ATARS ,FALSE,FALSE
782,782: B-52 OAS/CMI MODS ,B-52 OAS/CMI MODS ,B-52 OAS/CMI MODS ,FALSE,FALSE
788,788: MILSTAR ,MILSTAR ,MILSTAR ,FALSE,FALSE
793,793: RAIL GARRISON ,RAIL GARRISON ,RAIL GARRISON ,FALSE,FALSE
795,795: STINGRAY ,STINGRAY ,STINGRAY ,FALSE,FALSE
831,831: LONGBOW APACHE ,LONGBOW APACHE ,LONGBOW APACHE ,FALSE,FALSE
832,832: EMSP ,EMSP ,EMSP ,FALSE,FALSE
8711,8711:00:00,****** 8711,****** 8711,FALSE,FALSE
8712,8712:00:00,****** 8712,****** 8712,FALSE,FALSE
948,948: AVENGER (FAADS LOS-R) ,AVENGER (FAADS LOS-R) ,AVENGER (FAADS LOS-R) ,FALSE,FALSE
963,963: NMD ,NMD ,NMD ,FALSE,FALSE
A6,A6: ,****** A6,****** A6,FALSE,FALSE
AAC,AAC: A-4 SKYHAWK,A-4 SKYHAWK,A-4 SKYHAWK,FALSE,FALSE
ABC,ABC: B-52 STRATO FORTRESS,B-52 STRATO FORTRESS,B-52 STRATO FORTRESS,FALSE,FALSE
ABK,ABK: B-2 STEALTH,B-2 STEALTH,B-2 STEALTH,FALSE,FALSE
AFC,AFC: F-4 PHANTOM II,F-4 PHANTOM II,F-4 PHANTOM II,FALSE,FALSE
AFF,AFF: F-15 EAGLE,F-15 EAGLE,F-15 EAGLE,FALSE,FALSE
AFG,AFG: F-100 SUPER SABRE,F-100 SUPER SABRE,F-100 SUPER SABRE,FALSE,FALSE
AFH,AFH: F-16 FALCON,F-16 FALCON,F-16 FALCON,FALSE,FALSE
AFX ,AFX : ,****AFX,****AFX,FALSE,FALSE
AHA,AHA: UH-1 IROQUOIS,UH-1 IROQUOIS,UH-1 IROQUOIS,FALSE,FALSE
AHC,AHC: OH-58 KIOWA (AHIP),OH-58 KIOWA (AHIP),OH-58 KIOWA (AHIP),FALSE,FALSE
AHL,AHL: HH-53 SUPER JOLLY,HH-53 SUPER JOLLY,HH-53 SUPER JOLLY,FALSE,FALSE
AHV,AHV: SH-60 SEAHAWK,SH-60 SEAHAWK,SH-60 SEAHAWK,FALSE,FALSE
AIA,AIA: BLACKHAWK,BLACKHAWK,BLACKHAWK,FALSE,FALSE
AIC,AIC: APACHE (AH-64) ADV ATTACK,APACHE (AH-64) ADV ATTACK,APACHE (AH-64) ADV ATTACK,FALSE,FALSE
AVG ,AVG : ,****** AVG ,****** AVG ,FALSE,FALSE
AVQ,AVQ: V22 VERTICAL LIFT AIRCRAFT,V22 VERTICAL LIFT AIRCRAFT,V22 VERTICAL LIFT AIRCRAFT,FALSE,FALSE
AVQ2,NULL,NOT DISCERNABLE OR CLASSIFIED,Unlabeled,FALSE,FALSE
CAA,CAA: MISSILE DEFENSE AGENCY SUPPORT,MISSILE DEFENSE AGENCY SUPPORT,MISSILE DEFENSE AGENCY SUPPORT,FALSE,FALSE
CMD,CMD: AIM-9 SIDEWINDER,AIM-9 SIDEWINDER,AIM-9 SIDEWINDER,FALSE,FALSE
CMN,CMN: RIM-66 STANDARD MISSILE (MED),RIM-66 STANDARD MISSILE (MED),RIM-66 STANDARD MISSILE (MED),FALSE,FALSE
CNE,CNE: PATRIOT MISSILE SYS,PATRIOT MISSILE SYS,PATRIOT MISSILE SYS,FALSE,FALSE
CNJ,CNJ: UGM-96 TRIDENT,UGM-96 TRIDENT,UGM-96 TRIDENT,FALSE,FALSE
CNW,CNW: GBR - GROUND BASED RADAR,GBR - GROUND BASED RADAR,GBR - GROUND BASED RADAR,FALSE,FALSE
CNX,CNX: THAAD-THEATER HIGH ALT AIR DEF,THAAD-THEATER HIGH ALT AIR DEF,THAAD-THEATER HIGH ALT AIR DEF,FALSE,FALSE
CRV,CRV: MULTIPLE LAUNCH ROCKET SYSTEM,MULTIPLE LAUNCH ROCKET SYSTEM,MULTIPLE LAUNCH ROCKET SYSTEM,FALSE,FALSE
D,D: VEHICLES,VEHICLES,VEHICLES,FALSE,FALSE
DAG,DAG: TRUCKS 10T,TRUCKS 10T,TRUCKS 10T,FALSE,FALSE
DAM,DAM: HMMWV,HMMWV,HMMWV,FALSE,FALSE
DBV,"DBV: BRADLEY, INFANTRY FT VEH FAMILY","BRADLEY, INFANTRY FT VEH FAMILY","BRADLEY, INFANTRY FT VEH FAMILY",FALSE,FALSE
DCP,DCP: CARRIER M113 MODS,CARRIER M113 MODS,CARRIER M113 MODS,FALSE,FALSE
FVH,"FVH: AMMUNITION SIMULATORS, ALL TYPES","AMMUNITION SIMULATORS, ALL TYPES","AMMUNITION SIMULATORS, ALL TYPES",FALSE,FALSE
G099,NULL,Other Social Services,Other Social Services,FALSE,FALSE
GAU,GAU: AN/BSY-2 SUBMARINE COMBAT SYS,AN/BSY-2 SUBMARINE COMBAT SYS,AN/BSY-2 SUBMARINE COMBAT SYS,FALSE,FALSE
GCG,GCG: ELECTRONICS ALL SOURCE ANALYSIS SYS,ELECTRONICS ALL SOURCE ANALYSIS SYS,ELECTRONICS ALL SOURCE ANALYSIS SYS,FALSE,FALSE
GHL,GHL: ARL,ARL,ARL,FALSE,FALSE
GVE,GVE: SATELLITE COMMUNICATIONS,SATELLITE COMMUNICATIONS,SATELLITE COMMUNICATIONS,FALSE,FALSE
GYI ,GYI : ,****** GYI ,****** GYI ,FALSE,FALSE
M01,M01: GCCS-J ,GCCS-J ,GCCS-J ,FALSE,FALSE
M05,M05: DPPS,DPPS,DPPS,FALSE,FALSE
M06,M06: DJAS,DJAS,DJAS,FALSE,FALSE
M07,M07: TMIP,TMIP,TMIP,FALSE,FALSE
M08,M08: HPCM,HPCM,HPCM,FALSE,FALSE
M09,M09: JCALS,JCALS,JCALS,FALSE,FALSE
M10,M10: TRAC2ES,TRAC2ES,TRAC2ES,FALSE,FALSE
M11,M11: RCAS,RCAS,RCAS,FALSE,FALSE
M12,M12: TCAIMS II,TCAIMS II,TCAIMS II,FALSE,FALSE
M13,M13: CHCS II,CHCS II,CHCS II,FALSE,FALSE
M14,M14: DMLSS,DMLSS,DMLSS,FALSE,FALSE
M15,M15: DMS,DMS,DMS,FALSE,FALSE
M16,M16: SPS,SPS,SPS,FALSE,FALSE
M17,M17: BSM ENERGY,BSM ENERGY,BSM ENERGY,FALSE,FALSE
M21,M21: ISPAN,ISPAN,ISPAN,FALSE,FALSE
M22,M22: GTN,GTN,GTN,FALSE,FALSE
M23,M23: NSIPS,NSIPS,NSIPS,FALSE,FALSE
M24,M24: NTCSS,NTCSS,NTCSS,FALSE,FALSE
M26,M26: DIMHRS,DIMHRS,DIMHRS,FALSE,FALSE
M31,M31: DLS,DLS,DLS,FALSE,FALSE
M33,M33: GCSS-AT,GCSS-AT,GCSS-AT,FALSE,FALSE
M49,M49: DTS,DTS,DTS,FALSE,FALSE
M73,M73: TBMCS,TBMCS,TBMCS,FALSE,FALSE
M85,M85: BSM,BSM,BSM,FALSE,FALSE
M87,M87: ILS-S,ILS-S,ILS-S,FALSE,FALSE
M88,M88: IMDS,IMDS,IMDS,FALSE,FALSE
M90,M90: GCCS-M,GCCS-M,GCCS-M,FALSE,FALSE
M91,M91: GCSS-AF,GCSS-AF,GCSS-AF,FALSE,FALSE
M93,M93: DCD/DCW,DCD/DCW,DCD/DCW,FALSE,FALSE
M94,M94: TELEPORT,TELEPORT,TELEPORT,FALSE,FALSE
M98,M98: PKI,PKI,PKI,FALSE,FALSE
M99,M99: CMM,CMM,CMM,FALSE,FALSE
N01,N01: GIGBE ,GIGBE ,GIGBE ,FALSE,FALSE
N02,N02: DJC2,DJC2,DJC2,FALSE,FALSE
N03,N03: GCCS-A,GCCS-A,GCCS-A,FALSE,FALSE
N04,N04: ISPAN,ISPAN,ISPAN,FALSE,FALSE
N05,N05: GTN-21,GTN-21,GTN-21,FALSE,FALSE
N06,N06: GFEBS,GFEBS,GFEBS,FALSE,FALSE
N08,N08: NAVY ERP,NAVY ERP,NAVY ERP,FALSE,FALSE
N09,N09: JMPS,JMPS,JMPS,FALSE,FALSE
N11,N11: CCIC2S,CCIC2S,CCIC2S,FALSE,FALSE
N12,N12: GCSS-MC,GCSS-MC,GCSS-MC,FALSE,FALSE
N15,N15: BCS-M,BCS-M,BCS-M,FALSE,FALSE
N16,N16: BIOMETRICS,BIOMETRICS,BIOMETRICS,FALSE,FALSE
N17,N17: CITS,CITS,CITS,FALSE,FALSE
N18,N18: DADS,DADS,DADS,FALSE,FALSE
N19,N19: DCAPES,DCAPES,DCAPES,FALSE,FALSE
N20,N20: DEAMS,DEAMS,DEAMS,FALSE,FALSE
N21,N21: GCCS-AF,GCCS-AF,GCCS-AF,FALSE,FALSE
N22,N22: GCSS-CC/JTF,GCSS-CC/JTF,GCSS-CC/JTF,FALSE,FALSE
N23,NULL,****** N23,****** N23,FALSE,FALSE
N24,N24: GFEBS,GFEBS,GFEBS,FALSE,FALSE
N26,N26: KMI,KMI,KMI,FALSE,FALSE
N27,N27: LMP,LMP,LMP,FALSE,FALSE
N28,N28: NCES,NCES,NCES,FALSE,FALSE
N29,N29: NEMAIS,NEMAIS,NEMAIS,FALSE,FALSE
N30,N30: TDC,TDC,TDC,FALSE,FALSE
SBN ,SBN : ,****** SBN ,****** SBN ,FALSE,FALSE
SBP ,SBP : ,****** SBP ,****** SBP ,FALSE,FALSE
SCY ,SCY : ,****** SCY ,****** SCY ,FALSE,FALSE
SDI,SDI: SUBMARINE SSN-688,SUBMARINE SSN-688,SUBMARINE SSN-688,FALSE,FALSE
SDN,SDN: SUBMARINE NUCLEAR - SSN,SUBMARINE NUCLEAR - SSN,SUBMARINE NUCLEAR - SSN,FALSE,FALSE
SDR ,NULL,****** SDR ,****** SDR ,FALSE,FALSE
SF,SF: ,****** SF,****** SF,FALSE,FALSE
SJS ,SJS : ,****** SJS ,****** SJS ,FALSE,FALSE
ZBC,ZBC: BRAC ACTIVITIES,BRAC ACTIVITIES,BRAC ACTIVITIES,FALSE,FALSE
ZDE,ZDE: DERP,DERP,DERP,FALSE,FALSE
ZHK,ZHK: HURRICANE KATRINA,HURRICANE KATRINA,HURRICANE KATRINA,FALSE,FALSE
ZHR,ZHR: HURRICANE RITA,HURRICANE RITA,HURRICANE RITA,FALSE,FALSE
ZOP,ZOP: OTHER ENVIRONMENTAL PROGRAMS ,OTHER ENVIRONMENTAL PROGRAMS ,OTHER ENVIRONMENTAL PROGRAMS ,FALSE,FALSE
ZRS,ZRS: RSA DINING FACILITY ,RSA DINING FACILITY ,RSA DINING FACILITY ,FALSE,FALSE
ZSE,ZSE: EPA SUPERFUND,EPA SUPERFUND,EPA SUPERFUND,FALSE,FALSE
Unlabeled,,Unlabeled,Unlabeled,FALSE,FALSE
